station_id,longitude,latitude,ground_elevation,total_depth,total_depth2,aquifer,well_use
802Ap1,302916.32,503732.04,18.32,4.4,17,UPPER,Unknown
7986p1,302644,502554,-999,24.2,25.2,U/K,Unknown
818p1,303099.65,503591.36,18.31,12.2,12.2,UPPER,Unknown
818p1,303099.65,503591.36,18.31,12.2,12.2,UPPER,Unknown
818p2,303099.65,503591.36,18.31,5,5,UPPER,Unknown
818p2,303099.65,503591.36,18.31,5,5,UPPER,Unknown
819p1,303128.58,503586.14,18.61,4.15,4.15,UPPER,Unknown
819p1,303128.58,503586.14,18.61,4.15,4.15,UPPER,Unknown
859p1,303121.79,503530.86,17.44,12.2,12.2,UPPER,Unknown
859p1,303121.79,503530.86,17.44,12.2,12.2,UPPER,Unknown
701p1,302090.69,503192.01,5.46,2.5,13.5,LOWER,Unknown
705P1,302280.87,503283.27,18.37,19.6,24.2,LOWER,Unknown
70p1,303168.32,504226.45,25.91,,,U/K,Unknown
722p1,301835.56,503531.77,5.41,4.5,31.5,LOWER,Unknown
719P1,302970.61,503968.08,22.62,8.2,14.5,UPPER,Unknown
731P1,302270.13,503560.83,19.11,9.9,13,UPPER,Unknown
753p1,303293.63,504142.72,25.89,4.5,7,UPPER,Unknown
768p1,302902.75,503812.89,20.26,0.5,11.8,UPPER,Unknown
769P1,302917.04,504041.39,22.86,39.9,45.8,LOWER,Unknown
769P2,302917.04,504041.39,22.86,8,19.3,UPPER,Unknown
770p1,302951.7,503980,22.72,42.3,46,LOWER,Unknown
770P2,302951.7,503980,22.72,23.4,26.5,LOWER,Unknown
770P3,302951.7,503980,22.72,13,19,UPPER,Unknown
771p1,303009.6,503976.03,22.46,51,57,LOWER,Unknown
771P2,303009.6,503976.03,22.46,9.9,15.9,UPPER,Unknown
772p1,302768.48,503635.21,16.94,4.4,10.1,UPPER,Unknown
773p1,302725.51,503703.41,18.04,4.2,18.7,UPPER,Unknown
774p1,302803.49,503605.24,17.39,3.7,12.3,UPPER,Unknown
775p1,302868.46,503610.28,17.88,1.6,7.5,UPPER,Unknown
776p1,302921.98,503604.43,18.42,7.6,8.9,UPPER,Unknown
776p2,302921.98,503604.43,18.42,1.1,6.9,UPPER,Unknown
777P1,302962,503586.76,17.84,2,7.5,UPPER,Unknown
778p1,302231.62,503541.7,19.49,23.5,32.2,LOWER,Unknown
760p1,302903.09,503739.08,19.61,2.6,5.5,UPPER,Unknown
761p1,302781.76,503543.19,16.52,3,8.7,UPPER,Unknown
763p1,302927.4,503901.7,21.17,,,U/K,Unknown
764p1,302939.15,503923.76,21.55,11.8,17.7,UPPER,Unknown
765p1,302933.3,503870.24,20.74,11,17,UPPER,Unknown
766p1,302835.13,503792.27,20.43,14,20,UPPER,Unknown
783P1,302996.44,504067.91,23.24,31,32,LOWER,Unknown
783P2,302996.44,504067.91,23.24,11,27,UPPER,Unknown
783P3,302996.44,504067.91,23.24,5.5,6.5,UPPER,Unknown
757p1,302552.87,503772.7,19.81,12.5,23.9,UPPER,Unknown
QBH01,308867.7,498555.6,7.48,-999,-999,U/K,Unknown
QBH02,308090.4,499029.8,21.57,-999,-999,U/K,Unknown
QBH02A,308090.4,499029.8,21.57,-999,-999,U/K,Unknown
QBH05,309518.4,501835.9,54.37,-999,-999,U/K,Unknown
QBH05,309518.4,501835.9,54.37,-999,-999,U/K,Unknown
QBH06,306902.9,502497.5,57.99,-999,-999,U/K,Unknown
QBH06,306902.9,502497.5,57.99,-999,-999,U/K,Unknown
QBH07,308243.7,503095.2,38.47,-999,-999,U/K,Unknown
QBH07,308243.7,503095.2,38.47,-999,-999,U/K,Unknown
QBH08,309740.5,503370.2,37.8,-999,-999,U/K,Unknown
QBH08,309740.5,503370.2,37.8,-999,-999,U/K,Unknown
QBH09,301394.5,505488.5,8.06,-999,-999,U/K,Unknown
QBH09,301394.5,505488.5,8.06,-999,-999,U/K,Unknown
QBH09A,301403.6,505493.2,7.98,-999,-999,U/K,Unknown
QBH09A,301403.6,505493.2,7.98,-999,-999,U/K,Unknown
QBH10C,304340,503090,35.6,-999,-999,U/K,Unknown
QBH10C,304340,503090,35.6,-999,-999,U/K,Unknown
QBH11,306763.3,497092.2,7.1,-999,-999,U/K,Unknown
QBH12A,304219.1,500031,5.18,-999,-999,U/K,Unknown
QBH12A,304219.1,500031,5.18,-999,-999,U/K,Unknown
QBH12B,304219.1,500031,5.18,-999,-999,U/K,Unknown
QBH12B,304219.1,500031,5.18,-999,-999,U/K,Unknown
QBH13A,304993.4,502693,36.61,-999,-999,U/K,Unknown
QBH13A,304993.4,502693,36.61,-999,-999,U/K,Unknown
QBH13B,304993.4,502693,36.61,-999,-999,U/K,Unknown
QBH13B,304993.4,502693,36.61,-999,-999,U/K,Unknown
QBH15,299288,506937,7.74,-999,-999,U/K,Unknown
QBH16,309614.5,499860.7,25.5,-999,-999,U/K,Unknown
QBH19,297237,512238,7.63,-999,-999,U/K,Unknown
QBH20,307297,497387,6.92,-999,-999,U/K,Unknown
QBH20A,307296,497388,6.9,-999,-999,U/K,Unknown
QBH21,302633,510785,84.83,-999,-999,U/K,Unknown
QBH21,302633,510785,84.83,-999,-999,U/K,Unknown
QBH22,299740,508772,36.9,-999,-999,U/K,Unknown
QBH22A,299740,508772,36.9,-999,-999,U/K,Unknown
QBH22B,299740,508772,36.9,-999,-999,U/K,Unknown
QBH23A,303441,506463,58.71,-999,-999,U/K,Unknown
QBH23A,303441,506463,58.71,-999,-999,U/K,Unknown
QBH23B,303441,506463,58.71,-999,-999,U/K,Unknown
QBH23B,303441,506463,58.71,-999,-999,U/K,Unknown
QBH24A,305180,501371,27.05,-999,-999,U/K,Unknown
QBH24A,305180,501371,27.05,-999,-999,U/K,Unknown
QBH25,301690,504580,15.04,-999,-999,U/K,Unknown
QBH25,301690,504580,15.04,-999,-999,U/K,Unknown
QBH26,301395,505489,7.99,-999,-999,U/K,Unknown
QBH26,301395,505489,7.99,-999,-999,U/K,Unknown
QBH2A,308098,499039,21.43,-999,-999,U/K,Unknown
QBH6A,306907,502501,58.34,-999,-999,U/K,Unknown
QBH6A,306907,502501,58.34,-999,-999,U/K,Unknown
1249P1,303050.89,503564.3,17.96,6,12,UPPER,Unknown
1276p1,303000.6,502992.82,23.16,3,4,UPPER,Unknown
1345p1,303114.54,502936.67,23.33,4,5,UPPER,Unknown
142p1,-999,-999,-999,,,#VALUE!,Unknown
142p2,-999,-999,-999,,,#VALUE!,Unknown
1491p1,302886.47,503909.91,21.26,6,12,UPPER,Unknown
149p1,-999,-999,-999,,,#VALUE!,Unknown
149p2,-999,-999,-999,,,#VALUE!,Unknown
149p3,-999,-999,-999,,,#VALUE!,Unknown
1729p1,302856.7,503830.62,20.26,4.7,7,UPPER,Unknown
18p1,302956.75,503999.34,22.26,6,9,UPPER,Unknown
1901P1,302538.48,503866.16,19.71,15,32.6,LOWER,Unknown
1244P1,302958.39,503183,16.97,3,17.1,UPPER,Unknown
1245p1,303127.7,503400.8,17,4,15,UPPER,Unknown
1247p1,302845.56,502929.28,17.59,14,20,UPPER,Unknown
1936p1,302632.1,503844.9,20.26,10.5,10.5,UPPER,Unknown
1936p1,302632.1,503844.9,20.26,10.5,10.5,UPPER,Unknown
19p1,302969.98,503992.29,22.26,10,13,UPPER,Unknown
2129p1,302983.82,503748.19,19.41,7.1,7.1,UPPER,Unknown
2129p1,302983.82,503748.19,19.41,7.1,7.1,UPPER,Unknown
2324p1,302690.24,504448.47,24.31,23.7,44.25,LOWER,Unknown
2325p1,302546.15,503346.66,14.56,10.6,31,LOWER,Unknown
26p1,302902.18,503790.54,19.46,8.5,8.5,UPPER,Unknown
26p1,302902.18,503790.54,19.46,8.5,8.5,UPPER,Unknown
2741PP1,302740.25,503149.39,14.56,5.7,17,UPPER,Unknown
2865P1,302618.14,503949.22,20.45,7,10,UPPER,Unknown
2865p2,302618.14,503949.22,20.45,3,5,UPPER,Unknown
317p1,302264.57,503518.49,19.86,7,25,UPPER,Unknown
33p1,303119.84,504688.35,36.56,,,#VALUE!,Unknown
379p1,302659.45,504264.15,24.41,,,#VALUE!,Unknown
381p1,302632.66,504213.86,24.16,17.7,17.7,UPPER,Unknown
381p1,302632.66,504213.86,24.16,17.7,17.7,UPPER,Unknown
401p1,303303.27,503214.46,22.85,12.7,12.7,UPPER,Unknown
401p1,303303.27,503214.46,22.85,12.7,12.7,UPPER,Unknown
406p1,302840.89,502973.68,19.96,13.3,13.3,UPPER,Unknown
406p1,302840.89,502973.68,19.96,13.3,13.3,UPPER,Unknown
406p2,302840.89,502973.68,19.96,5.6,5.6,UPPER,Unknown
406p2,302840.89,502973.68,19.96,5.6,5.6,UPPER,Unknown
407p1,303341.25,503126.27,28.85,20.5,20.5,UPPER,Unknown
407p1,303341.25,503126.27,28.85,20.5,20.5,UPPER,Unknown
407p2,303341.25,503126.27,28.85,2.5,2.5,UPPER,Unknown
407p2,303341.25,503126.27,28.85,2.5,2.5,UPPER,Unknown
408p1,303250.71,503083.88,29.94,22.1,22.1,UPPER,Unknown
408p1,303250.71,503083.88,29.94,22.1,22.1,UPPER,Unknown
410p1,303133.13,503033.24,24.17,13.65,13.65,UPPER,Unknown
410p1,303133.13,503033.24,24.17,13.65,13.65,UPPER,Unknown
410p2,303133.13,503033.24,24.17,3.65,3.65,UPPER,Unknown
410p2,303133.13,503033.24,24.17,3.65,3.65,UPPER,Unknown
411p1,303067.58,503005.86,23.52,14.4,14.4,UPPER,Unknown
411p1,303067.58,503005.86,23.52,14.4,14.4,UPPER,Unknown
411p2,303067.58,503005.86,23.52,8.7,8.7,UPPER,Unknown
411p2,303067.58,503005.86,23.52,8.7,8.7,UPPER,Unknown
411p3,303067.58,503005.86,23.52,2.05,2.05,UPPER,Unknown
411p3,303067.58,503005.86,23.52,2.05,2.05,UPPER,Unknown
415p1,303381.3,503031.32,32.31,22.3,22.3,UPPER,Unknown
415p1,303381.3,503031.32,32.31,22.3,22.3,UPPER,Unknown
416p1,303308.98,503001.88,35.24,27,27,UPPER,Unknown
416p1,303308.98,503001.88,35.24,27,27,UPPER,Unknown
416p2,303308.98,503001.88,35.24,13.62,13.62,UPPER,Unknown
416p2,303308.98,503001.88,35.24,13.62,13.62,UPPER,Unknown
417p1,303220.79,502963.9,30.18,20,20,UPPER,Unknown
417p1,303220.79,502963.9,30.18,20,20,UPPER,Unknown
421p1,303124.4,502867.98,23.59,14.5,14.5,UPPER,Unknown
421p1,303124.4,502867.98,23.59,14.5,14.5,UPPER,Unknown
421p2,303124.4,502867.98,23.59,3,3,UPPER,Unknown
421p2,303124.4,502867.98,23.59,3,3,UPPER,Unknown
422p1,303408.68,502965.77,33.4,23.45,23.45,UPPER,Unknown
422p1,303408.68,502965.77,33.4,23.45,23.45,UPPER,Unknown
422p2,303408.68,502965.77,33.4,,,U/K,Unknown
422p2,303408.68,502965.77,33.4,,,U/K,Unknown
423p1,303342.55,502916.04,35.06,26.5,26.5,UPPER,Unknown
423p1,303342.55,502916.04,35.06,26.5,26.5,UPPER,Unknown
423p2,303342.55,502916.04,35.06,9,9,UPPER,Unknown
423p2,303342.55,502916.04,35.06,9,9,UPPER,Unknown
423p3,303342.55,502916.04,35.06,3.5,3.5,UPPER,Unknown
423p3,303342.55,502916.04,35.06,3.5,3.5,UPPER,Unknown
424p1,303256.42,502871.29,32.46,23.3,23.3,UPPER,Unknown
424p1,303256.42,502871.29,32.46,23.3,23.3,UPPER,Unknown
424p2,303256.42,502871.29,32.46,14,14,UPPER,Unknown
424p2,303256.42,502871.29,32.46,14,14,UPPER,Unknown
425p1,303551.3,502946.44,29.09,5.15,5.15,UPPER,Unknown
425p1,303551.3,502946.44,29.09,5.15,5.15,UPPER,Unknown
425p2,303551.3,502946.44,29.09,3.05,3.05,UPPER,Unknown
425p2,303551.3,502946.44,29.09,3.05,3.05,UPPER,Unknown
426p1,303433.71,502895.8,33.47,25.1,25.1,UPPER,Unknown
426p1,303433.71,502895.8,33.47,25.1,25.1,UPPER,Unknown
426p2,303433.71,502895.8,33.47,10,10,UPPER,Unknown
426p2,303433.71,502895.8,33.47,10,10,UPPER,Unknown
427p1,303322.89,502847.22,33.73,24,24,UPPER,Unknown
427p1,303322.89,502847.22,33.73,24,24,UPPER,Unknown
427p2,303322.89,502847.22,33.73,2.4,2.4,UPPER,Unknown
427p2,303322.89,502847.22,33.73,2.4,2.4,UPPER,Unknown
428p1,303232.35,502804.83,28.56,18.5,18.5,UPPER,Unknown
428p1,303232.35,502804.83,28.56,18.5,18.5,UPPER,Unknown
429p1,303162.38,502779.8,24.04,13.5,13.5,UPPER,Unknown
429p1,303162.38,502779.8,24.04,13.5,13.5,UPPER,Unknown
429p2,303162.38,502779.8,24.04,4.15,4.15,UPPER,Unknown
429p2,303162.38,502779.8,24.04,4.15,4.15,UPPER,Unknown
430p1,302946.92,502662.35,19.77,7,7,UPPER,Unknown
430p1,302946.92,502662.35,19.77,7,7,UPPER,Unknown
430p2,302946.92,502662.35,19.77,3.35,3.35,UPPER,Unknown
430p2,302946.92,502662.35,19.77,3.35,3.35,UPPER,Unknown
431p1,303515.19,502846.74,32.24,1.65,1.65,UPPER,Unknown
431p1,303515.19,502846.74,32.24,1.65,1.65,UPPER,Unknown
432p1,303399.95,502800.51,31.84,3.1,3.1,UPPER,Unknown
432p1,303399.95,502800.51,31.84,3.1,3.1,UPPER,Unknown
433p1,303332.05,502768.72,29.86,7.2,7.2,UPPER,Unknown
433p1,303332.05,502768.72,29.86,7.2,7.2,UPPER,Unknown
433p2,303332.05,502768.72,29.86,1.1,1.1,UPPER,Unknown
433p2,303332.05,502768.72,29.86,1.1,1.1,UPPER,Unknown
434p1,303237.1,502728.68,26.12,4.9,4.9,UPPER,Unknown
434p1,303237.1,502728.68,26.12,4.9,4.9,UPPER,Unknown
435p1,303146.56,502686.28,20.57,6.1,6.1,UPPER,Unknown
435p1,303146.56,502686.28,20.57,6.1,6.1,UPPER,Unknown
4362p1,302560.65,503729.63,19.21,22.5,24.5,LOWER,Unknown
4362p2,302560.65,503729.63,19.21,22.5,24.5,LOWER,Unknown
4362p3,302560.65,503729.63,19.21,10.2,11,UPPER,Unknown
438p1,303330.03,502690.5,24.35,3.4,3.5,UPPER,Unknown
438p2,303330.03,502690.5,24.35,7.2,7.3,UPPER,Unknown
439p1,303155.72,502607.78,18.31,2.1,2.2,UPPER,Unknown
439p2,303155.72,502607.78,18.31,11.8,11.9,UPPER,Unknown
441p1,303557,502733.86,27.75,5.3,5.4,UPPER,Unknown
442p1,303456.78,502662.64,22.7,3.5,3.6,UPPER,Unknown
442p2,303456.78,502662.64,22.7,3.5,3.5,UPPER,Unknown
4431p1,302412.13,502814.1,8.76,4.5,4.5,UPPER,Unknown
4431p1,302412.13,502814.1,8.76,4.5,4.5,UPPER,Unknown
444p1,303276.56,502611.38,19.5,1.5,1.6,UPPER,Unknown
444p2,303276.56,502611.38,19.5,8.2,8.3,UPPER,Unknown
445p1,303057.27,502518.63,20.48,16.2,16.3,UPPER,Unknown
447p1,303523.82,502660.92,22.54,13.3,13.35,UPPER,Unknown
447p2,303523.82,502660.92,22.54,3.25,3.26,UPPER,Unknown
448p1,303239.78,502659.29,23.36,2.5,2.55,UPPER,Unknown
449p1,303196.05,502524,11.31,2.5,2.55,UPPER,Unknown
450p1,303152.55,502484.87,18.88,1.2,1.3,UPPER,Unknown
450p2,303152.55,502484.87,18.88,7.3,7.4,UPPER,Unknown
452p1,302990.27,502435.38,9.65,3.4,3.5,UPPER,Unknown
452p2,302990.27,502435.38,9.65,12.4,12.5,LOWER,Unknown
455p1,302948.94,502740.57,22.35,2,2.1,UPPER,Unknown
455p2,302948.94,502740.57,22.35,18.1,18.2,UPPER,Unknown
459p1,303094.58,502578.05,19.49,3.1,3.2,UPPER,Unknown
459p2,303094.58,502578.05,19.49,13.5,13.6,UPPER,Unknown
460p1,303677.56,502726.28,25.05,3.9,4,UPPER,Unknown
461p1,303084.65,502453.08,20.5,1.9,2,UPPER,Unknown
461p2,303084.65,502453.08,20.5,7.5,7.6,UPPER,Unknown
462p1,303035.59,502371.6,17.98,5.6,5.7,UPPER,Unknown
462p2,303035.59,502371.6,17.98,19.3,19.4,LOWER,Unknown
463p1,303371.18,503246.25,24.51,2.5,2.6,UPPER,Unknown
463p2,303371.18,503246.25,24.51,11.2,11.3,UPPER,Unknown
464p1,303494.47,503084.31,28.35,8.65,8.65,UPPER,Unknown
465p1,303274.79,503150.34,25.82,5.85,5.95,UPPER,Unknown
466p1,303092.9,502947.06,23.25,8,8.1,UPPER,Unknown
467p1,303028.01,502772.07,19.47,3.7,3.8,UPPER,Unknown
467p2,303028.01,502772.07,19.47,10.1,10.2,UPPER,Unknown
402p1,303208.32,503174.42,22.19,14.75,14.75,UPPER,Unknown
402p1,303208.32,503174.42,22.19,14.75,14.75,UPPER,Unknown
402p2,303208.32,503174.42,22.19,7,7,UPPER,Unknown
402p2,303208.32,503174.42,22.19,7,7,UPPER,Unknown
436p1,303008.69,502629.46,19.34,2.4,2.4,UPPER,Unknown
436p1,303008.69,502629.46,19.34,2.4,2.4,UPPER,Unknown
437p1,303606.06,502815.33,26.62,2.1,2.2,UPPER,Unknown
437p2,303606.06,502815.33,26.62,10.5,10.6,UPPER,Unknown
4689P1,303118.73,503394.43,16.77,9,12,UPPER,Unknown
4689P2,303118.73,503394.43,16.77,5,8,UPPER,Unknown
468p1,302532.98,502757.09,6.09,4.3,4.4,UPPER,Unknown
468p2,302532.98,502757.09,6.09,15.9,16,LOWER,Unknown
5316p1,303372.02,503243.14,24.82,21.2,21.35,UPPER,Unknown
5316p2,303372.02,503243.14,24.82,12.7,12.9,UPPER,Unknown
5318p1,303324.52,503072.16,32.27,28.9,29.1,UPPER,Unknown
5319p1,303288.02,503244.5,21.86,18.5,18.7,UPPER,Unknown
5319p2,303288.02,503244.5,21.86,8.6,8.8,UPPER,Unknown
5325p1,303241.08,503085.27,30.19,28.5,28.8,UPPER,Unknown
543p1,302932.19,503757.57,18.76,4.2,4.2,UPPER,Unknown
543p1,302932.19,503757.57,18.76,4.2,4.2,UPPER,Unknown
55p1,302751.93,504295.31,24.65,16.7,25.9,UPPER,Unknown
560p1,302850.51,503434.08,22.21,21.5,21.5,UPPER,Unknown
560p1,302850.51,503434.08,22.21,21.5,21.5,UPPER,Unknown
5677p1,301278.71,504653.29,5.76,53.8,54,LOWER,Unknown
5677p2,301278.71,504653.29,5.76,4.8,5,UPPER,Unknown
5681p1,301694.1,504345.39,23.86,148.8,150,LOWER,Unknown
5681p1,301694.1,504345.39,23.86,148.8,150,LOWER,Unknown
5681p2,301694.1,504345.39,23.86,19.8,20,UPPER,Unknown
5681p2,301694.1,504345.39,23.86,19.8,20,UPPER,Unknown
5685p1,302000.54,503844.54,21.66,19.8,20,UPPER,Unknown
5686p1,301872.02,505254.64,30.66,98.8,100,LOWER,Unknown
5686p2,301872.02,505254.64,30.66,20.8,21,UPPER,Unknown
5687p1,302025.52,504099.96,19.46,32,41.4,LOWER,Unknown
5687p2,302025.52,504099.96,19.46,17,25.4,LOWER,Unknown
5687p3,302025.52,504099.96,19.46,8,10.8,UPPER,Unknown
5688p1,302259.45,504253.93,19.46,27,39.2,LOWER,Unknown
5688p2,302259.45,504253.93,19.46,21.5,24.9,LOWER,Unknown
5688p3,302259.45,504253.93,19.46,10,15.6,UPPER,Unknown
5689p1,302221.44,504748.8,27.36,28.8,29,LOWER,Unknown
5689p2,302221.44,504748.8,27.36,17.3,17.5,UPPER,Unknown
5690p1,302232.93,504919.75,31.96,22.8,23,UPPER,Unknown
5690p2,302232.93,504919.75,31.96,7.8,8,UPPER,Unknown
5691p1,302071.98,504901.24,22.96,22.8,23,UPPER,Unknown
5691p2,302071.98,504901.24,22.96,10.8,11,UPPER,Unknown
5692p1,302220.93,505089.7,32.86,49.8,50,LOWER,Unknown
5692p2,302220.93,505089.7,32.86,21.3,21.5,UPPER,Unknown
5693p1,302076.47,505081.7,34.56,28.8,29,UPPER,Unknown
